ticket_id,date,time,requester_id,lab_location,issue_description,category,status,resolution_hrs,assigned_tech,resolution_notes
TKT-S24-0181,02/05/2024,14:26,S0***392,Kent Library 101,SSO failure,Account/Access,Closed,1.9,R. Chen,"Updated network config, connectivity restored."
TKT-S24-0182,04/12/2024,16:19,S0***995,Show Me Center Lab,Mouse not working,Hardware,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-S24-0183,02/19/2024,09:29,S0***112,Kent Library 102,MFA not working,Account/Access,Closed,4.8,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-S24-0184,03/28/2024,12:24,S0***219,Kent Library 102,SSO failure,Account/Access,In Progress,2.8,S. Davis,"User unavailable, follow-up scheduled."
TKT-S24-0185,01/23/2024,15:17,S0***762,Show Me Center Lab,Furniture issue,Other,Closed,5.8,A. Johnson,"Reinstalled driver, confirmed working."
TKT-S24-0186,01/29/2024,14:20,S0***851,Show Me Center Lab,Application crashing,Software,Closed,1.0,R. Chen,"Updated network config, connectivity restored."
TKT-S24-0187,02/28/2024,14:08,S0***263,Kent Library 101,Furniture issue,Other,Closed,3.9,A. Johnson,"Reimaged workstation, software reinstalled."
TKT-S24-0188,01/22/2024,15:12,S0***444,Kent Library 102,Printer not connecting,Hardware,Closed,0.7,M. Patel,"Reset credentials, user verified access."
TKT-S24-0189,03/21/2024,09:55,S0***505,Kent Library 102,Application crashing,Software,In Progress,1.1,S. Davis,Escalated to senior tech for further diagnosis.
TKT-S24-0190,01/30/2024,11:29,S0***224,Kent Library 101,IP conflict detected,Network,Closed,3.8,S. Davis,"Reset credentials, user verified access."
TKT-S24-0191,04/09/2024,12:14,S0***044,Academic Hall 110,SSO failure,Account/Access,Closed,4.9,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0192,03/18/2024,09:50,S0***077,Kent Library 102,Monitor no signal,Hardware,Closed,1.6,M. Patel,"Reset credentials, user verified access."
TKT-S24-0193,02/23/2024,08:01,S0***101,Kent Library 101,Room booking question,Other,Closed,0.6,M. Patel,"Reinstalled driver, confirmed working."
TKT-S24-0194,02/05/2024,11:00,S0***560,Kent Library 101,Keyboard unresponsive,Hardware,Closed,5.2,S. Davis,"Reimaged workstation, software reinstalled."
TKT-S24-0195,03/12/2024,11:41,S0***566,Show Me Center Lab,Driver conflict,Software,Closed,1.5,T. Amisha,"Updated network config, connectivity restored."
TKT-S24-0196,04/02/2024,11:19,S0***895,Kent Library 102,USB device not recognized,Hardware,Closed,2.8,M. Patel,"Password reset via AD, user confirmed login."
TKT-S24-0197,03/04/2024,08:04,S0***993,Show Me Center Lab,Lab equipment request,Other,Closed,4.6,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0198,01/26/2024,09:01,S0***970,Academic Hall 110,Slow network speed,Network,Closed,3.4,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0199,01/18/2024,16:59,S0***606,Carnahan Hall 214,Software install failed,Software,Closed,2.7,R. Chen,"Reinstalled driver, confirmed working."
TKT-S24-0200,02/26/2024,09:01,S0***342,Kent Library 101,Email access denied,Account/Access,Closed,1.0,R. Chen,"Cleared browser cache, issue resolved."
TKT-S24-0201,03/25/2024,10:26,S0***353,Carnahan Hall 214,Mouse not working,Hardware,Open,,S. Davis,"Ticket submitted, pending assignment."
TKT-S24-0202,01/25/2024,12:17,S0***951,Carnahan Hall 214,MFA not working,Account/Access,In Progress,2.0,M. Patel,Escalated to senior tech for further diagnosis.
TKT-S24-0203,02/26/2024,13:19,S0***429,Academic Hall 110,No internet connection,Network,In Progress,4.1,M. Patel,Awaiting replacement part from IT supply room.
TKT-S24-0204,04/12/2024,08:14,S0***564,Carnahan Hall 214,DNS resolution error,Network,Closed,1.9,R. Chen,"Password reset via AD, user confirmed login."
TKT-S24-0205,04/01/2024,16:01,S0***801,Kent Library 101,Email access denied,Account/Access,Closed,2.6,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0206,02/19/2024,12:02,S0***251,Kent Library 101,General IT inquiry,Other,In Progress,2.6,M. Patel,"User unavailable, follow-up scheduled."
TKT-S24-0207,02/08/2024,14:38,S0***909,Kent Library 102,Furniture issue,Other,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-S24-0208,01/18/2024,10:53,S0***887,Kent Library 101,SSO failure,Account/Access,Closed,2.1,T. Amisha,Cable swap resolved signal issue.
TKT-S24-0209,01/29/2024,12:43,S0***522,Academic Hall 110,Lab equipment request,Other,Closed,2.4,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-S24-0210,02/23/2024,16:16,S0***259,Kent Library 102,Printer not connecting,Hardware,Closed,5.5,A. Johnson,"Cleared browser cache, issue resolved."
TKT-S24-0211,02/06/2024,16:52,S0***209,Kent Library 102,Mouse not working,Hardware,In Progress,1.8,S. Davis,Awaiting replacement part from IT supply room.
TKT-S24-0212,02/06/2024,12:54,S0***868,Carnahan Hall 214,VPN not connecting,Network,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-S24-0213,04/03/2024,09:41,S0***346,Carnahan Hall 214,Software install failed,Software,Closed,0.7,S. Davis,Cable swap resolved signal issue.
TKT-S24-0214,03/08/2024,09:27,S0***481,Carnahan Hall 214,VPN not connecting,Network,Closed,4.3,R. Chen,"Reset credentials, user verified access."
TKT-S24-0215,02/12/2024,10:47,S0***717,Academic Hall 110,MFA not working,Account/Access,Closed,4.3,M. Patel,"Password reset via AD, user confirmed login."
TKT-S24-0216,02/19/2024,13:58,S0***167,Carnahan Hall 214,Application crashing,Software,Closed,1.8,M. Patel,"Reset credentials, user verified access."
TKT-S24-0217,02/26/2024,11:26,S0***608,Kent Library 101,Slow network speed,Network,Closed,1.7,A. Johnson,"Password reset via AD, user confirmed login."
TKT-S24-0218,02/12/2024,14:04,S0***484,Kent Library 101,VPN not connecting,Network,Closed,5.6,A. Johnson,"Reset credentials, user verified access."
TKT-S24-0219,01/24/2024,12:26,S0***906,Academic Hall 110,Monitor no signal,Hardware,Closed,3.2,T. Amisha,"Updated network config, connectivity restored."
TKT-S24-0220,03/25/2024,12:27,S0***652,Carnahan Hall 214,Mouse not working,Hardware,Closed,6.0,M. Patel,Cable swap resolved signal issue.
TKT-S24-0221,03/05/2024,10:56,S0***166,Academic Hall 110,Room booking question,Other,Closed,2.1,T. Amisha,"Password reset via AD, user confirmed login."
TKT-S24-0222,03/11/2024,10:38,S0***561,Kent Library 102,Room booking question,Other,Closed,2.6,R. Chen,"Reimaged workstation, software reinstalled."
TKT-S24-0223,01/22/2024,09:04,S0***612,Kent Library 102,Application crashing,Software,Closed,3.8,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0224,03/18/2024,13:55,S0***766,Show Me Center Lab,Password reset,Account/Access,Closed,2.3,A. Johnson,"Cleared browser cache, issue resolved."
TKT-S24-0225,03/04/2024,12:10,S0***133,Kent Library 102,SSO failure,Account/Access,Closed,3.2,M. Patel,Cable swap resolved signal issue.
TKT-S24-0226,04/08/2024,14:53,S0***490,Show Me Center Lab,No internet connection,Network,Closed,3.9,R. Chen,"Replaced toner cartridge, tested print job."
TKT-S24-0227,02/07/2024,08:37,S0***282,Kent Library 102,WiFi authentication failed,Network,Closed,4.1,R. Chen,"Cleared browser cache, issue resolved."
TKT-S24-0228,02/22/2024,16:37,S0***621,Show Me Center Lab,Email access denied,Account/Access,Closed,2.7,M. Patel,"Reinstalled driver, confirmed working."
TKT-S24-0229,04/12/2024,08:28,S0***284,Carnahan Hall 214,Driver conflict,Software,Closed,4.0,R. Chen,Cable swap resolved signal issue.
TKT-S24-0230,04/01/2024,11:38,S0***715,Kent Library 102,Slow network speed,Network,Closed,5.1,M. Patel,Cable swap resolved signal issue.
TKT-S24-0231,04/01/2024,08:34,S0***026,Show Me Center Lab,General IT inquiry,Other,Closed,4.4,R. Chen,"Cleared browser cache, issue resolved."
TKT-S24-0232,03/25/2024,12:24,S0***995,Carnahan Hall 214,Keyboard unresponsive,Hardware,In Progress,1.9,R. Chen,"User unavailable, follow-up scheduled."
TKT-S24-0233,01/19/2024,09:32,S0***065,Academic Hall 110,Email access denied,Account/Access,In Progress,2.8,S. Davis,Escalated to senior tech for further diagnosis.
TKT-S24-0234,02/22/2024,11:35,S0***347,Kent Library 102,VPN not connecting,Network,Closed,5.9,A. Johnson,"Updated network config, connectivity restored."
TKT-S24-0235,04/03/2024,15:18,S0***621,Academic Hall 110,Password reset,Account/Access,Closed,5.9,A. Johnson,"Reinstalled driver, confirmed working."
TKT-S24-0236,02/26/2024,15:54,S0***484,Show Me Center Lab,License activation error,Software,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-S24-0237,03/18/2024,14:39,S0***953,Carnahan Hall 214,Application crashing,Software,Closed,0.9,S. Davis,Cable swap resolved signal issue.
TKT-S24-0238,02/21/2024,16:32,S0***523,Academic Hall 110,Email access denied,Account/Access,Closed,4.6,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0239,01/19/2024,13:11,S0***201,Kent Library 102,Application crashing,Software,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-S24-0240,02/05/2024,13:18,S0***631,Academic Hall 110,Application crashing,Software,Closed,0.8,R. Chen,"Reinstalled driver, confirmed working."
TKT-S24-0241,03/25/2024,08:25,S0***943,Academic Hall 110,Application crashing,Software,Closed,3.0,R. Chen,Cable swap resolved signal issue.
TKT-S24-0242,04/03/2024,09:08,S0***658,Academic Hall 110,MFA not working,Account/Access,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-S24-0243,03/27/2024,08:55,S0***446,Carnahan Hall 214,Password reset,Account/Access,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-S24-0244,01/29/2024,13:55,S0***599,Show Me Center Lab,Printer not connecting,Hardware,Closed,3.0,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-S24-0245,01/19/2024,10:34,S0***966,Kent Library 102,USB device not recognized,Hardware,In Progress,3.7,T. Amisha,Awaiting replacement part from IT supply room.
TKT-S24-0246,04/01/2024,13:00,S0***323,Kent Library 101,OS update loop,Software,Closed,1.5,A. Johnson,"Updated network config, connectivity restored."
TKT-S24-0247,04/03/2024,10:48,S0***115,Carnahan Hall 214,Furniture issue,Other,Closed,5.7,M. Patel,"Reset credentials, user verified access."
TKT-S24-0248,01/23/2024,15:11,S0***454,Academic Hall 110,Browser freezing,Software,Closed,4.6,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0249,01/17/2024,08:45,S0***117,Kent Library 101,PC won't power on,Hardware,In Progress,2.4,A. Johnson,Awaiting replacement part from IT supply room.
TKT-S24-0250,03/12/2024,15:58,S0***549,Carnahan Hall 214,Mouse not working,Hardware,In Progress,2.1,R. Chen,"User unavailable, follow-up scheduled."
TKT-S24-0251,03/18/2024,09:17,S0***281,Kent Library 101,IP conflict detected,Network,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-S24-0252,01/29/2024,16:43,S0***574,Kent Library 102,Lab equipment request,Other,Closed,1.2,T. Amisha,"Reinstalled driver, confirmed working."
TKT-S24-0253,03/12/2024,16:41,S0***413,Carnahan Hall 214,Keyboard unresponsive,Hardware,Closed,1.6,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0254,03/18/2024,11:42,S0***576,Kent Library 102,VPN not connecting,Network,Closed,5.5,R. Chen,Cable swap resolved signal issue.
TKT-S24-0255,02/02/2024,10:11,S0***507,Kent Library 101,Lab equipment request,Other,Closed,4.8,T. Amisha,Cable swap resolved signal issue.
TKT-S24-0256,01/17/2024,13:36,S0***239,Kent Library 102,WiFi authentication failed,Network,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-S24-0257,03/18/2024,16:53,S0***032,Carnahan Hall 214,Keyboard unresponsive,Hardware,Closed,3.7,S. Davis,"Reinstalled driver, confirmed working."
TKT-S24-0258,02/23/2024,11:27,S0***371,Carnahan Hall 214,Keyboard unresponsive,Hardware,Closed,5.5,A. Johnson,"Reset credentials, user verified access."
TKT-S24-0259,03/06/2024,08:53,S0***034,Academic Hall 110,Monitor no signal,Hardware,Closed,4.5,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0260,01/17/2024,16:39,S0***465,Kent Library 101,Furniture issue,Other,In Progress,3.1,R. Chen,Awaiting replacement part from IT supply room.
TKT-S24-0261,03/11/2024,09:09,S0***776,Kent Library 102,Lab equipment request,Other,Closed,5.8,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0262,01/23/2024,10:35,S0***744,Carnahan Hall 214,MFA not working,Account/Access,Closed,0.9,S. Davis,"Updated network config, connectivity restored."
TKT-S24-0263,04/12/2024,12:18,S0***814,Carnahan Hall 214,Furniture issue,Other,In Progress,4.5,R. Chen,"User unavailable, follow-up scheduled."
TKT-S24-0264,04/09/2024,11:56,S0***098,Carnahan Hall 214,Browser freezing,Software,In Progress,4.9,R. Chen,Awaiting replacement part from IT supply room.
TKT-S24-0265,04/11/2024,11:13,S0***372,Show Me Center Lab,Mouse not working,Hardware,Closed,3.7,A. Johnson,"Updated network config, connectivity restored."
TKT-S24-0266,01/25/2024,16:25,S0***081,Carnahan Hall 214,OS update loop,Software,Closed,2.1,M. Patel,"Cleared browser cache, issue resolved."
TKT-S24-0267,04/12/2024,10:22,S0***337,Show Me Center Lab,Account locked out,Account/Access,Closed,3.6,M. Patel,Cable swap resolved signal issue.
TKT-S24-0268,03/22/2024,15:23,S0***916,Kent Library 101,Lab equipment request,Other,Closed,5.1,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-S24-0269,01/18/2024,08:35,S0***263,Carnahan Hall 214,Lab equipment request,Other,Closed,2.1,R. Chen,"Reinstalled driver, confirmed working."
TKT-S24-0270,02/13/2024,14:04,S0***491,Carnahan Hall 214,PC won't power on,Hardware,Closed,2.0,R. Chen,"Reset credentials, user verified access."
TKT-S24-0271,01/17/2024,09:39,S0***376,Kent Library 102,IP conflict detected,Network,Closed,2.9,M. Patel,"Password reset via AD, user confirmed login."
TKT-S24-0272,02/12/2024,10:23,S0***363,Academic Hall 110,No internet connection,Network,Closed,3.2,S. Davis,"Reset credentials, user verified access."
TKT-S24-0273,03/05/2024,09:35,S0***563,Carnahan Hall 214,IP conflict detected,Network,Closed,4.4,S. Davis,"Password reset via AD, user confirmed login."
TKT-S24-0274,02/19/2024,09:37,S0***753,Show Me Center Lab,Account locked out,Account/Access,Closed,5.6,A. Johnson,"Cleared browser cache, issue resolved."
TKT-S24-0275,03/04/2024,10:25,S0***379,Show Me Center Lab,Software install failed,Software,Closed,3.1,R. Chen,"Reset credentials, user verified access."
TKT-S24-0276,02/07/2024,10:31,S0***552,Kent Library 101,Room booking question,Other,Closed,2.9,A. Johnson,"Cleared browser cache, issue resolved."
TKT-S24-0277,02/21/2024,10:51,S0***048,Kent Library 101,Furniture issue,Other,Closed,5.6,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0278,02/09/2024,13:15,S0***313,Kent Library 101,General IT inquiry,Other,Closed,4.9,R. Chen,"Password reset via AD, user confirmed login."
TKT-S24-0279,01/15/2024,12:27,S0***457,Academic Hall 110,Furniture issue,Other,Closed,0.8,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0280,03/18/2024,08:57,S0***258,Academic Hall 110,Email access denied,Account/Access,Closed,0.6,M. Patel,"Cleared browser cache, issue resolved."
TKT-S24-0281,01/29/2024,15:28,S0***162,Kent Library 101,Software install failed,Software,Closed,0.9,A. Johnson,Cable swap resolved signal issue.
TKT-S24-0282,02/20/2024,13:58,S0***279,Academic Hall 110,Lab equipment request,Other,Closed,1.3,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0283,03/26/2024,09:30,S0***385,Academic Hall 110,General IT inquiry,Other,Closed,4.7,S. Davis,"Replaced toner cartridge, tested print job."
TKT-S24-0284,03/18/2024,12:39,S0***928,Academic Hall 110,Account locked out,Account/Access,Closed,5.3,A. Johnson,"Reset credentials, user verified access."
TKT-S24-0285,01/16/2024,16:38,S0***017,Kent Library 101,Slow network speed,Network,Closed,2.1,A. Johnson,"Reset credentials, user verified access."
TKT-S24-0286,02/12/2024,10:04,S0***429,Carnahan Hall 214,Lab equipment request,Other,Closed,4.7,T. Amisha,Cable swap resolved signal issue.
TKT-S24-0287,03/01/2024,10:24,S0***611,Kent Library 101,Email access denied,Account/Access,Closed,4.8,A. Johnson,"Reset credentials, user verified access."
TKT-S24-0288,02/22/2024,10:04,S0***671,Carnahan Hall 214,Browser freezing,Software,Closed,0.9,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-S24-0289,03/29/2024,14:14,S0***390,Kent Library 102,Application crashing,Software,Closed,3.7,R. Chen,"Reinstalled driver, confirmed working."
TKT-S24-0290,02/01/2024,15:16,S0***210,Show Me Center Lab,Keyboard unresponsive,Hardware,Closed,2.7,R. Chen,"Replaced toner cartridge, tested print job."
TKT-S24-0291,02/05/2024,09:49,S0***244,Carnahan Hall 214,Furniture issue,Other,Closed,0.9,R. Chen,"Reimaged workstation, software reinstalled."
TKT-S24-0292,04/08/2024,10:36,S0***267,Academic Hall 110,SSO failure,Account/Access,In Progress,4.3,T. Amisha,"User unavailable, follow-up scheduled."
TKT-S24-0293,02/12/2024,12:52,S0***727,Show Me Center Lab,OS update loop,Software,Closed,2.0,A. Johnson,"Updated network config, connectivity restored."
TKT-S24-0294,04/15/2024,08:29,S0***732,Carnahan Hall 214,General IT inquiry,Other,Closed,5.3,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-S24-0295,01/30/2024,11:45,S0***062,Kent Library 101,IP conflict detected,Network,In Progress,1.2,S. Davis,Escalated to senior tech for further diagnosis.
TKT-S24-0296,02/26/2024,08:46,S0***160,Kent Library 101,Furniture issue,Other,Closed,0.5,M. Patel,Cable swap resolved signal issue.
TKT-S24-0297,02/13/2024,14:39,S0***137,Carnahan Hall 214,Account locked out,Account/Access,Closed,0.8,T. Amisha,"Cleared browser cache, issue resolved."
TKT-S24-0298,01/31/2024,15:15,S0***772,Kent Library 101,Password reset,Account/Access,Closed,5.3,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0299,02/05/2024,08:33,S0***509,Carnahan Hall 214,IP conflict detected,Network,Closed,1.5,S. Davis,Cable swap resolved signal issue.
TKT-S24-0300,03/26/2024,14:54,S0***459,Academic Hall 110,License activation error,Software,Closed,1.7,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-S24-0301,03/04/2024,16:41,S0***399,Academic Hall 110,Slow network speed,Network,Closed,5.2,M. Patel,"Reimaged workstation, software reinstalled."
TKT-S24-0302,01/30/2024,16:49,S0***775,Kent Library 101,Room booking question,Other,Closed,2.6,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-S24-0303,04/11/2024,12:49,S0***698,Kent Library 102,General IT inquiry,Other,Closed,5.6,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0304,03/25/2024,13:39,S0***944,Show Me Center Lab,Password reset,Account/Access,Closed,3.8,T. Amisha,"Updated network config, connectivity restored."
TKT-S24-0305,04/05/2024,12:07,S0***958,Academic Hall 110,License activation error,Software,Closed,1.6,S. Davis,"Reinstalled driver, confirmed working."
TKT-S24-0306,02/26/2024,14:59,S0***853,Kent Library 102,Application crashing,Software,Closed,4.8,R. Chen,Cable swap resolved signal issue.
TKT-S24-0307,03/04/2024,09:44,S0***733,Academic Hall 110,General IT inquiry,Other,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-S24-0308,02/19/2024,16:12,S0***156,Kent Library 102,USB device not recognized,Hardware,In Progress,2.1,A. Johnson,Awaiting replacement part from IT supply room.
TKT-S24-0309,03/27/2024,15:59,S0***426,Show Me Center Lab,Lab equipment request,Other,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-S24-0310,02/09/2024,11:21,S0***375,Show Me Center Lab,Browser freezing,Software,Closed,3.6,M. Patel,"Password reset via AD, user confirmed login."
TKT-S24-0311,02/05/2024,09:00,S0***316,Academic Hall 110,Account locked out,Account/Access,Closed,2.7,M. Patel,"Replaced toner cartridge, tested print job."
TKT-S24-0312,03/21/2024,11:39,S0***692,Academic Hall 110,Furniture issue,Other,Closed,4.8,A. Johnson,"Reimaged workstation, software reinstalled."
TKT-S24-0313,01/19/2024,14:51,S0***614,Show Me Center Lab,Slow network speed,Network,Closed,5.2,S. Davis,"Replaced toner cartridge, tested print job."
TKT-S24-0314,01/22/2024,10:33,S0***860,Kent Library 102,WiFi authentication failed,Network,Closed,4.4,R. Chen,"Updated network config, connectivity restored."
TKT-S24-0315,01/18/2024,12:32,S0***874,Kent Library 102,General IT inquiry,Other,Closed,1.5,R. Chen,"Updated network config, connectivity restored."
TKT-S24-0316,01/25/2024,12:36,S0***769,Kent Library 101,VPN not connecting,Network,Closed,2.1,M. Patel,"Password reset via AD, user confirmed login."
TKT-S24-0317,02/19/2024,12:12,S0***321,Carnahan Hall 214,USB device not recognized,Hardware,In Progress,2.4,S. Davis,"User unavailable, follow-up scheduled."
TKT-S24-0318,03/18/2024,14:04,S0***975,Kent Library 101,Email access denied,Account/Access,Closed,4.7,S. Davis,"Cleared browser cache, issue resolved."
TKT-S24-0319,01/22/2024,11:10,S0***840,Show Me Center Lab,Email access denied,Account/Access,Closed,2.9,S. Davis,"Password reset via AD, user confirmed login."
TKT-S24-0320,03/28/2024,09:34,S0***698,Academic Hall 110,Driver conflict,Software,Closed,5.5,M. Patel,"Reset credentials, user verified access."
TKT-S24-0321,02/12/2024,15:49,S0***991,Kent Library 102,General IT inquiry,Other,Closed,1.2,R. Chen,"Reimaged workstation, software reinstalled."
TKT-S24-0322,02/28/2024,15:09,S0***829,Kent Library 101,Lab equipment request,Other,Closed,5.4,R. Chen,"Password reset via AD, user confirmed login."
TKT-S24-0323,04/04/2024,16:11,S0***933,Carnahan Hall 214,Email access denied,Account/Access,Open,,S. Davis,"Ticket submitted, pending assignment."
TKT-S24-0324,01/22/2024,12:09,S0***299,Carnahan Hall 214,Software install failed,Software,In Progress,2.4,S. Davis,Awaiting replacement part from IT supply room.
TKT-S24-0325,02/21/2024,16:28,S0***656,Show Me Center Lab,Keyboard unresponsive,Hardware,Closed,2.8,A. Johnson,Cable swap resolved signal issue.
TKT-S24-0326,02/15/2024,09:29,S0***449,Academic Hall 110,Canvas login loop,Account/Access,In Progress,1.3,T. Amisha,Awaiting replacement part from IT supply room.
TKT-S24-0327,03/26/2024,14:25,S0***788,Carnahan Hall 214,OS update loop,Software,Closed,1.1,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0328,02/09/2024,08:53,S0***451,Kent Library 102,Password reset,Account/Access,Closed,2.0,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0329,03/25/2024,11:20,S0***882,Show Me Center Lab,Email access denied,Account/Access,Closed,1.0,S. Davis,"Reset credentials, user verified access."
TKT-S24-0330,01/19/2024,13:12,S0***193,Carnahan Hall 214,Browser freezing,Software,Closed,1.8,R. Chen,"Cleared browser cache, issue resolved."
TKT-S24-0331,04/05/2024,11:40,S0***161,Kent Library 101,VPN not connecting,Network,Closed,4.4,S. Davis,"Reset credentials, user verified access."
TKT-S24-0332,03/28/2024,16:04,S0***232,Kent Library 101,IP conflict detected,Network,Closed,3.5,S. Davis,"Password reset via AD, user confirmed login."
TKT-S24-0333,02/26/2024,15:04,S0***514,Academic Hall 110,SSO failure,Account/Access,In Progress,2.4,T. Amisha,Escalated to senior tech for further diagnosis.
TKT-S24-0334,04/01/2024,12:23,S0***789,Kent Library 102,General IT inquiry,Other,Closed,2.1,M. Patel,"Updated network config, connectivity restored."
TKT-S24-0335,01/17/2024,12:16,S0***498,Kent Library 101,Monitor no signal,Hardware,Closed,0.7,S. Davis,Cable swap resolved signal issue.
TKT-S24-0336,03/08/2024,16:35,S0***753,Kent Library 101,OS update loop,Software,Closed,0.5,S. Davis,"Reinstalled driver, confirmed working."
TKT-S24-0337,03/19/2024,08:38,S0***333,Academic Hall 110,Account locked out,Account/Access,In Progress,3.6,T. Amisha,Awaiting replacement part from IT supply room.
TKT-S24-0338,01/18/2024,14:31,S0***680,Kent Library 101,Room booking question,Other,In Progress,1.5,T. Amisha,Escalated to senior tech for further diagnosis.
TKT-S24-0339,01/16/2024,11:22,S0***247,Show Me Center Lab,Account locked out,Account/Access,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-S24-0340,03/18/2024,08:34,S0***110,Show Me Center Lab,Furniture issue,Other,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-S24-0341,01/16/2024,08:23,S0***078,Carnahan Hall 214,Furniture issue,Other,Closed,4.1,A. Johnson,"Reinstalled driver, confirmed working."
TKT-S24-0342,03/25/2024,14:19,S0***148,Kent Library 102,General IT inquiry,Other,Closed,2.5,M. Patel,"Password reset via AD, user confirmed login."
TKT-S24-0343,04/11/2024,12:31,S0***431,Carnahan Hall 214,Password reset,Account/Access,Closed,4.2,M. Patel,"Reinstalled driver, confirmed working."
TKT-S24-0344,03/04/2024,14:41,S0***705,Kent Library 102,USB device not recognized,Hardware,Closed,5.1,M. Patel,Cable swap resolved signal issue.
TKT-S24-0345,03/08/2024,15:06,S0***414,Academic Hall 110,Mouse not working,Hardware,Closed,2.8,T. Amisha,"Updated network config, connectivity restored."
TKT-S24-0346,03/15/2024,09:37,S0***669,Carnahan Hall 214,MFA not working,Account/Access,Closed,5.6,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-S24-0347,04/15/2024,15:31,S0***249,Kent Library 102,VPN not connecting,Network,Closed,4.7,R. Chen,"Replaced toner cartridge, tested print job."
TKT-S24-0348,01/31/2024,13:56,S0***597,Carnahan Hall 214,No internet connection,Network,Closed,1.0,S. Davis,Cable swap resolved signal issue.
TKT-S24-0349,03/18/2024,10:58,S0***163,Kent Library 101,Canvas login loop,Account/Access,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-S24-0350,03/22/2024,16:54,S0***372,Kent Library 102,IP conflict detected,Network,Closed,3.2,T. Amisha,"Reinstalled driver, confirmed working."
TKT-S24-0351,03/08/2024,09:31,S0***128,Kent Library 101,Slow network speed,Network,Closed,4.7,S. Davis,Cable swap resolved signal issue.
TKT-S24-0352,03/01/2024,13:20,S0***207,Academic Hall 110,Mouse not working,Hardware,Closed,1.5,A. Johnson,"Updated network config, connectivity restored."
TKT-S24-0353,01/26/2024,16:32,S0***055,Kent Library 101,USB device not recognized,Hardware,Closed,5.8,T. Amisha,"Reinstalled driver, confirmed working."
TKT-S24-0354,04/05/2024,08:09,S0***783,Kent Library 102,Printer not connecting,Hardware,Closed,2.8,R. Chen,"Reinstalled driver, confirmed working."
TKT-S24-0355,02/06/2024,16:04,S0***168,Kent Library 101,SSO failure,Account/Access,In Progress,1.9,R. Chen,"User unavailable, follow-up scheduled."
TKT-S24-0356,02/16/2024,13:17,S0***655,Kent Library 101,Keyboard unresponsive,Hardware,In Progress,1.5,S. Davis,Awaiting replacement part from IT supply room.
TKT-S24-0357,03/07/2024,11:08,S0***354,Kent Library 101,MFA not working,Account/Access,In Progress,2.3,R. Chen,Awaiting replacement part from IT supply room.
TKT-S24-0358,03/06/2024,11:00,S0***045,Academic Hall 110,Browser freezing,Software,Closed,4.3,T. Amisha,"Reset credentials, user verified access."
TKT-S24-0359,01/18/2024,13:47,S0***171,Academic Hall 110,Password reset,Account/Access,In Progress,3.2,M. Patel,"User unavailable, follow-up scheduled."
TKT-S24-0360,02/05/2024,16:02,S0***843,Kent Library 101,VPN not connecting,Network,Closed,0.5,M. Patel,Cable swap resolved signal issue.
TKT-S24-0361,01/19/2024,11:41,S0***839,Kent Library 102,WiFi authentication failed,Network,Closed,1.4,S. Davis,Cable swap resolved signal issue.
TKT-S24-0362,03/22/2024,11:34,S0***603,Show Me Center Lab,General IT inquiry,Other,Closed,5.1,T. Amisha,"Updated network config, connectivity restored."
