ticket_id,date,time,requester_id,lab_location,issue_description,category,status,resolution_hrs,assigned_tech,resolution_notes
TKT-F23-0312,08/23/2023,12:00,S0***671,Kent Library 101,General IT inquiry,Other,Closed,4.2,M. Patel,"Reset credentials, user verified access."
TKT-F23-0313,10/30/2023,10:30,S0***390,Kent Library 102,Mouse not working,Hardware,Closed,3.4,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0314,10/02/2023,14:53,S0***475,Carnahan Hall 214,License activation error,Software,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-F23-0315,08/21/2023,15:24,S0***388,Kent Library 102,MFA not working,Account/Access,Closed,2.6,R. Chen,"Replaced toner cartridge, tested print job."
TKT-F23-0316,11/17/2023,15:50,S0***069,Kent Library 102,Room booking question,Other,Closed,1.5,R. Chen,"Password reset via AD, user confirmed login."
TKT-F23-0317,10/04/2023,13:26,S0***630,Show Me Center Lab,Slow network speed,Network,Closed,0.8,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0318,09/18/2023,13:22,S0***849,Carnahan Hall 214,VPN not connecting,Network,Closed,6.0,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0319,11/15/2023,09:00,S0***169,Carnahan Hall 214,USB device not recognized,Hardware,Closed,0.9,S. Davis,"Replaced toner cartridge, tested print job."
TKT-F23-0320,08/28/2023,14:59,S0***702,Academic Hall 110,Application crashing,Software,Closed,5.1,A. Johnson,"Updated network config, connectivity restored."
TKT-F23-0321,10/23/2023,16:02,S0***226,Academic Hall 110,MFA not working,Account/Access,Closed,3.4,R. Chen,"Reinstalled driver, confirmed working."
TKT-F23-0322,11/07/2023,09:23,S0***185,Academic Hall 110,Slow network speed,Network,Closed,4.6,S. Davis,"Replaced toner cartridge, tested print job."
TKT-F23-0323,09/04/2023,12:56,S0***690,Academic Hall 110,Mouse not working,Hardware,Closed,5.7,M. Patel,"Reimaged workstation, software reinstalled."
TKT-F23-0324,10/30/2023,11:58,S0***520,Kent Library 102,General IT inquiry,Other,Closed,3.6,S. Davis,"Cleared browser cache, issue resolved."
TKT-F23-0325,09/18/2023,12:35,S0***118,Kent Library 101,Furniture issue,Other,Closed,4.7,S. Davis,Cable swap resolved signal issue.
TKT-F23-0326,09/13/2023,11:54,S0***596,Kent Library 101,No internet connection,Network,Closed,5.6,R. Chen,"Updated network config, connectivity restored."
TKT-F23-0327,08/25/2023,13:45,S0***731,Kent Library 101,Canvas login loop,Account/Access,Closed,4.2,M. Patel,"Password reset via AD, user confirmed login."
TKT-F23-0328,11/06/2023,14:10,S0***967,Show Me Center Lab,Room booking question,Other,Closed,4.6,M. Patel,"Reimaged workstation, software reinstalled."
TKT-F23-0329,08/22/2023,09:27,S0***417,Kent Library 102,Canvas login loop,Account/Access,Closed,2.5,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0330,09/06/2023,08:59,S0***858,Kent Library 101,General IT inquiry,Other,Closed,2.9,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0331,08/29/2023,12:43,S0***734,Kent Library 101,PC won't power on,Hardware,Closed,1.8,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0332,11/20/2023,10:09,S0***156,Academic Hall 110,SSO failure,Account/Access,Closed,5.3,M. Patel,"Updated network config, connectivity restored."
TKT-F23-0333,10/26/2023,11:15,S0***901,Show Me Center Lab,Room booking question,Other,Closed,3.1,S. Davis,"Password reset via AD, user confirmed login."
TKT-F23-0334,10/16/2023,10:49,S0***417,Kent Library 101,MFA not working,Account/Access,Closed,5.1,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0335,10/30/2023,10:36,S0***810,Show Me Center Lab,Furniture issue,Other,Closed,0.6,A. Johnson,"Password reset via AD, user confirmed login."
TKT-F23-0336,09/14/2023,10:07,S0***863,Show Me Center Lab,Application crashing,Software,Closed,2.2,S. Davis,"Reimaged workstation, software reinstalled."
TKT-F23-0337,11/20/2023,15:03,S0***016,Kent Library 102,Lab equipment request,Other,Closed,1.2,T. Amisha,"Password reset via AD, user confirmed login."
TKT-F23-0338,11/13/2023,15:23,S0***383,Kent Library 101,Lab equipment request,Other,Closed,2.6,A. Johnson,"Reset credentials, user verified access."
TKT-F23-0339,09/26/2023,09:11,S0***740,Kent Library 102,Account locked out,Account/Access,Closed,3.7,M. Patel,"Reimaged workstation, software reinstalled."
TKT-F23-0340,11/02/2023,12:00,S0***532,Kent Library 101,MFA not working,Account/Access,In Progress,3.8,M. Patel,Awaiting replacement part from IT supply room.
TKT-F23-0341,08/25/2023,12:05,S0***871,Carnahan Hall 214,Printer not connecting,Hardware,Closed,3.5,M. Patel,"Password reset via AD, user confirmed login."
TKT-F23-0342,10/23/2023,14:01,S0***534,Carnahan Hall 214,Account locked out,Account/Access,Closed,5.2,S. Davis,"Reimaged workstation, software reinstalled."
TKT-F23-0343,10/18/2023,09:16,S0***965,Kent Library 102,Printer not connecting,Hardware,Closed,1.3,S. Davis,"Reimaged workstation, software reinstalled."
TKT-F23-0344,10/27/2023,15:17,S0***276,Academic Hall 110,WiFi authentication failed,Network,In Progress,1.4,T. Amisha,Escalated to senior tech for further diagnosis.
TKT-F23-0345,10/25/2023,11:13,S0***244,Show Me Center Lab,Lab equipment request,Other,Closed,4.3,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0346,08/30/2023,08:25,S0***314,Kent Library 102,Slow network speed,Network,Closed,0.6,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0347,10/11/2023,12:33,S0***598,Show Me Center Lab,Application crashing,Software,In Progress,3.4,S. Davis,"User unavailable, follow-up scheduled."
TKT-F23-0348,08/29/2023,16:21,S0***872,Kent Library 102,SSO failure,Account/Access,Closed,4.4,T. Amisha,"Cleared browser cache, issue resolved."
TKT-F23-0349,10/27/2023,08:02,S0***581,Show Me Center Lab,VPN not connecting,Network,In Progress,4.6,M. Patel,Awaiting replacement part from IT supply room.
TKT-F23-0350,08/30/2023,16:30,S0***836,Kent Library 102,License activation error,Software,Closed,4.3,A. Johnson,"Password reset via AD, user confirmed login."
TKT-F23-0351,09/25/2023,16:00,S0***415,Kent Library 102,Room booking question,Other,In Progress,2.9,T. Amisha,"User unavailable, follow-up scheduled."
TKT-F23-0352,09/04/2023,13:42,S0***763,Kent Library 101,WiFi authentication failed,Network,Closed,2.8,A. Johnson,"Reset credentials, user verified access."
TKT-F23-0353,11/15/2023,15:41,S0***992,Show Me Center Lab,Keyboard unresponsive,Hardware,In Progress,4.6,S. Davis,"User unavailable, follow-up scheduled."
TKT-F23-0354,09/04/2023,15:47,S0***540,Academic Hall 110,Mouse not working,Hardware,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-F23-0355,08/22/2023,16:23,S0***295,Academic Hall 110,USB device not recognized,Hardware,Closed,3.4,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0356,11/09/2023,14:50,S0***374,Academic Hall 110,Account locked out,Account/Access,In Progress,4.6,S. Davis,Awaiting replacement part from IT supply room.
TKT-F23-0357,08/31/2023,08:17,S0***514,Carnahan Hall 214,OS update loop,Software,Open,,A. Johnson,"Ticket submitted, pending assignment."
TKT-F23-0358,10/31/2023,09:39,S0***788,Kent Library 102,Room booking question,Other,In Progress,2.0,T. Amisha,"User unavailable, follow-up scheduled."
TKT-F23-0359,09/18/2023,12:52,S0***498,Carnahan Hall 214,No internet connection,Network,Closed,2.2,R. Chen,Cable swap resolved signal issue.
TKT-F23-0360,09/07/2023,09:32,S0***753,Show Me Center Lab,General IT inquiry,Other,Closed,3.8,A. Johnson,"Updated network config, connectivity restored."
TKT-F23-0361,10/19/2023,14:54,S0***332,Show Me Center Lab,SSO failure,Account/Access,Closed,3.7,R. Chen,"Reimaged workstation, software reinstalled."
TKT-F23-0362,09/18/2023,13:08,S0***681,Carnahan Hall 214,USB device not recognized,Hardware,Closed,2.7,T. Amisha,"Cleared browser cache, issue resolved."
TKT-F23-0363,10/16/2023,14:18,S0***908,Carnahan Hall 214,Browser freezing,Software,In Progress,2.6,M. Patel,"User unavailable, follow-up scheduled."
TKT-F23-0364,08/22/2023,09:15,S0***793,Academic Hall 110,Slow network speed,Network,In Progress,2.0,A. Johnson,Escalated to senior tech for further diagnosis.
TKT-F23-0365,10/20/2023,16:01,S0***211,Show Me Center Lab,Canvas login loop,Account/Access,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-F23-0366,10/20/2023,16:13,S0***291,Academic Hall 110,General IT inquiry,Other,Closed,3.3,S. Davis,"Cleared browser cache, issue resolved."
TKT-F23-0367,10/30/2023,12:13,S0***139,Carnahan Hall 214,Browser freezing,Software,Closed,4.7,S. Davis,"Updated network config, connectivity restored."
TKT-F23-0368,09/19/2023,16:59,S0***867,Carnahan Hall 214,USB device not recognized,Hardware,Closed,0.6,R. Chen,Cable swap resolved signal issue.
TKT-F23-0369,11/03/2023,14:22,S0***252,Kent Library 102,Furniture issue,Other,Closed,5.9,R. Chen,"Reset credentials, user verified access."
TKT-F23-0370,09/26/2023,13:24,S0***739,Academic Hall 110,SSO failure,Account/Access,Closed,2.3,S. Davis,"Password reset via AD, user confirmed login."
TKT-F23-0371,09/29/2023,15:23,S0***438,Show Me Center Lab,Keyboard unresponsive,Hardware,Closed,2.3,T. Amisha,"Updated network config, connectivity restored."
TKT-F23-0372,10/10/2023,12:42,S0***128,Show Me Center Lab,Furniture issue,Other,Closed,5.2,M. Patel,"Reset credentials, user verified access."
TKT-F23-0373,10/05/2023,16:18,S0***254,Kent Library 101,General IT inquiry,Other,In Progress,1.7,T. Amisha,"User unavailable, follow-up scheduled."
TKT-F23-0374,10/06/2023,14:41,S0***710,Kent Library 101,OS update loop,Software,Open,,M. Patel,"Ticket submitted, pending assignment."
TKT-F23-0375,09/25/2023,12:01,S0***696,Kent Library 101,Room booking question,Other,Closed,1.8,R. Chen,"Updated network config, connectivity restored."
TKT-F23-0376,09/06/2023,13:06,S0***896,Kent Library 101,VPN not connecting,Network,Closed,0.5,S. Davis,"Updated network config, connectivity restored."
TKT-F23-0377,11/13/2023,09:22,S0***087,Kent Library 101,Slow network speed,Network,Closed,1.2,S. Davis,"Updated network config, connectivity restored."
TKT-F23-0378,09/15/2023,08:43,S0***712,Carnahan Hall 214,Application crashing,Software,Closed,5.3,T. Amisha,"Reinstalled driver, confirmed working."
TKT-F23-0379,10/10/2023,11:42,S0***884,Kent Library 102,Password reset,Account/Access,Closed,2.7,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-F23-0380,10/16/2023,16:16,S0***381,Kent Library 102,License activation error,Software,Closed,4.8,M. Patel,"Reinstalled driver, confirmed working."
TKT-F23-0381,10/23/2023,08:13,S0***645,Carnahan Hall 214,Email access denied,Account/Access,In Progress,4.5,S. Davis,Escalated to senior tech for further diagnosis.
TKT-F23-0382,11/17/2023,10:18,S0***789,Academic Hall 110,Keyboard unresponsive,Hardware,Closed,4.3,A. Johnson,"Reset credentials, user verified access."
TKT-F23-0383,10/09/2023,11:02,S0***592,Show Me Center Lab,Furniture issue,Other,In Progress,3.1,M. Patel,"User unavailable, follow-up scheduled."
TKT-F23-0384,09/11/2023,16:06,S0***495,Kent Library 101,Canvas login loop,Account/Access,Closed,5.0,T. Amisha,"Password reset via AD, user confirmed login."
TKT-F23-0385,08/23/2023,16:29,S0***612,Carnahan Hall 214,Email access denied,Account/Access,Closed,2.9,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0386,09/18/2023,09:14,S0***719,Kent Library 102,Password reset,Account/Access,Closed,5.7,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0387,09/28/2023,11:57,S0***261,Carnahan Hall 214,MFA not working,Account/Access,Closed,2.1,S. Davis,"Reinstalled driver, confirmed working."
TKT-F23-0388,09/18/2023,08:49,S0***350,Kent Library 102,Printer not connecting,Hardware,Closed,1.9,S. Davis,"Reset credentials, user verified access."
TKT-F23-0389,10/04/2023,15:28,S0***763,Show Me Center Lab,Software install failed,Software,In Progress,3.4,M. Patel,Escalated to senior tech for further diagnosis.
TKT-F23-0390,11/13/2023,15:21,S0***944,Carnahan Hall 214,Slow network speed,Network,Closed,5.3,M. Patel,Cable swap resolved signal issue.
TKT-F23-0391,09/25/2023,08:55,S0***005,Kent Library 102,Slow network speed,Network,Closed,4.4,R. Chen,Cable swap resolved signal issue.
TKT-F23-0392,10/23/2023,08:19,S0***724,Kent Library 101,DNS resolution error,Network,Closed,1.1,R. Chen,"Updated network config, connectivity restored."
TKT-F23-0393,09/14/2023,16:54,S0***544,Show Me Center Lab,DNS resolution error,Network,Closed,1.2,R. Chen,"Reset credentials, user verified access."
TKT-F23-0394,11/07/2023,12:20,S0***577,Kent Library 101,Password reset,Account/Access,Closed,2.5,S. Davis,"Replaced toner cartridge, tested print job."
TKT-F23-0395,09/29/2023,09:21,S0***402,Carnahan Hall 214,WiFi authentication failed,Network,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-F23-0396,11/06/2023,08:21,S0***635,Academic Hall 110,Keyboard unresponsive,Hardware,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-F23-0397,10/04/2023,10:17,S0***178,Academic Hall 110,PC won't power on,Hardware,Closed,1.5,M. Patel,"Reset credentials, user verified access."
TKT-F23-0398,11/10/2023,14:21,S0***266,Kent Library 102,Printer not connecting,Hardware,Closed,4.2,M. Patel,"Reset credentials, user verified access."
TKT-F23-0399,09/14/2023,08:52,S0***680,Show Me Center Lab,IP conflict detected,Network,Closed,1.7,M. Patel,"Password reset via AD, user confirmed login."
TKT-F23-0400,10/10/2023,10:17,S0***861,Carnahan Hall 214,Slow network speed,Network,Closed,2.4,R. Chen,"Updated network config, connectivity restored."
TKT-F23-0401,10/10/2023,11:02,S0***922,Academic Hall 110,Monitor no signal,Hardware,In Progress,3.8,S. Davis,Escalated to senior tech for further diagnosis.
TKT-F23-0402,08/24/2023,15:17,S0***640,Show Me Center Lab,Monitor no signal,Hardware,Closed,2.2,A. Johnson,"Cleared browser cache, issue resolved."
TKT-F23-0403,10/04/2023,08:24,S0***460,Kent Library 101,Keyboard unresponsive,Hardware,Closed,1.6,M. Patel,"Cleared browser cache, issue resolved."
TKT-F23-0404,10/16/2023,11:02,S0***494,Kent Library 101,Furniture issue,Other,Closed,5.7,M. Patel,"Reset credentials, user verified access."
TKT-F23-0405,09/25/2023,13:54,S0***319,Show Me Center Lab,Lab equipment request,Other,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-F23-0406,10/09/2023,15:58,S0***880,Academic Hall 110,Browser freezing,Software,Closed,3.7,A. Johnson,"Cleared browser cache, issue resolved."
TKT-F23-0407,08/29/2023,13:39,S0***099,Carnahan Hall 214,Lab equipment request,Other,Closed,2.0,T. Amisha,"Updated network config, connectivity restored."
TKT-F23-0408,10/03/2023,16:02,S0***419,Kent Library 102,Software install failed,Software,Closed,1.0,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-F23-0409,09/22/2023,10:46,S0***952,Carnahan Hall 214,VPN not connecting,Network,In Progress,3.5,A. Johnson,Awaiting replacement part from IT supply room.
TKT-F23-0410,10/26/2023,09:33,S0***476,Kent Library 101,License activation error,Software,In Progress,1.2,M. Patel,"User unavailable, follow-up scheduled."
TKT-F23-0411,10/18/2023,09:40,S0***435,Academic Hall 110,Keyboard unresponsive,Hardware,Closed,0.6,A. Johnson,"Updated network config, connectivity restored."
TKT-F23-0412,10/23/2023,10:58,S0***940,Show Me Center Lab,VPN not connecting,Network,Closed,5.8,R. Chen,"Reimaged workstation, software reinstalled."
TKT-F23-0413,08/24/2023,16:44,S0***770,Academic Hall 110,Lab equipment request,Other,Closed,2.3,S. Davis,"Reset credentials, user verified access."
TKT-F23-0414,09/20/2023,14:07,S0***368,Kent Library 102,Canvas login loop,Account/Access,Closed,2.1,M. Patel,"Reset credentials, user verified access."
TKT-F23-0415,08/24/2023,12:11,S0***845,Kent Library 101,General IT inquiry,Other,Closed,1.6,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-F23-0416,10/13/2023,11:47,S0***893,Show Me Center Lab,Printer not connecting,Hardware,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-F23-0417,11/17/2023,09:14,S0***015,Carnahan Hall 214,General IT inquiry,Other,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-F23-0418,09/08/2023,11:02,S0***335,Kent Library 102,DNS resolution error,Network,Closed,4.1,R. Chen,Cable swap resolved signal issue.
TKT-F23-0419,10/16/2023,13:57,S0***868,Academic Hall 110,Monitor no signal,Hardware,Closed,4.4,M. Patel,Cable swap resolved signal issue.
TKT-F23-0420,09/06/2023,09:37,S0***393,Academic Hall 110,OS update loop,Software,Closed,2.4,T. Amisha,"Password reset via AD, user confirmed login."
TKT-F23-0421,11/15/2023,10:15,S0***351,Carnahan Hall 214,SSO failure,Account/Access,Closed,1.4,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0422,10/06/2023,10:45,S0***857,Show Me Center Lab,Email access denied,Account/Access,Closed,4.0,M. Patel,"Password reset via AD, user confirmed login."
TKT-F23-0423,08/28/2023,11:23,S0***687,Kent Library 101,Software install failed,Software,Closed,1.6,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0424,09/11/2023,11:17,S0***285,Carnahan Hall 214,USB device not recognized,Hardware,Closed,0.6,T. Amisha,"Reset credentials, user verified access."
TKT-F23-0425,10/02/2023,08:33,S0***763,Academic Hall 110,SSO failure,Account/Access,Closed,3.0,M. Patel,"Updated network config, connectivity restored."
TKT-F23-0426,09/08/2023,11:00,S0***897,Academic Hall 110,USB device not recognized,Hardware,Closed,1.3,R. Chen,"Reset credentials, user verified access."
TKT-F23-0427,10/16/2023,12:42,S0***134,Academic Hall 110,Room booking question,Other,Closed,5.0,R. Chen,"Password reset via AD, user confirmed login."
TKT-F23-0428,08/25/2023,13:55,S0***584,Academic Hall 110,Lab equipment request,Other,Closed,4.5,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-F23-0429,09/04/2023,14:05,S0***024,Show Me Center Lab,PC won't power on,Hardware,Closed,4.6,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0430,10/23/2023,08:05,S0***220,Kent Library 101,Canvas login loop,Account/Access,Open,,T. Amisha,"Ticket submitted, pending assignment."
TKT-F23-0431,09/25/2023,15:30,S0***856,Kent Library 101,IP conflict detected,Network,Closed,1.8,T. Amisha,"Reset credentials, user verified access."
TKT-F23-0432,09/11/2023,12:57,S0***592,Kent Library 101,Mouse not working,Hardware,Closed,2.4,R. Chen,"Replaced toner cartridge, tested print job."
TKT-F23-0433,11/13/2023,08:46,S0***542,Academic Hall 110,Keyboard unresponsive,Hardware,Closed,3.4,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0434,09/04/2023,12:21,S0***483,Kent Library 102,Email access denied,Account/Access,Closed,4.0,T. Amisha,"Password reset via AD, user confirmed login."
TKT-F23-0435,10/13/2023,16:37,S0***859,Kent Library 102,Lab equipment request,Other,Closed,5.9,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0436,10/09/2023,10:06,S0***780,Show Me Center Lab,Monitor no signal,Hardware,Closed,4.1,R. Chen,"Replaced toner cartridge, tested print job."
TKT-F23-0437,11/02/2023,12:44,S0***027,Carnahan Hall 214,Browser freezing,Software,Closed,4.8,A. Johnson,"Replaced toner cartridge, tested print job."
TKT-F23-0438,10/26/2023,15:21,S0***042,Carnahan Hall 214,MFA not working,Account/Access,Closed,1.6,A. Johnson,"Reset credentials, user verified access."
TKT-F23-0439,09/28/2023,16:41,S0***936,Academic Hall 110,General IT inquiry,Other,In Progress,4.7,T. Amisha,"User unavailable, follow-up scheduled."
TKT-F23-0440,11/17/2023,11:14,S0***487,Carnahan Hall 214,Room booking question,Other,Closed,2.0,A. Johnson,"Updated network config, connectivity restored."
TKT-F23-0441,09/11/2023,16:43,S0***141,Kent Library 101,WiFi authentication failed,Network,Closed,3.9,M. Patel,"Reset credentials, user verified access."
TKT-F23-0442,09/08/2023,13:05,S0***008,Carnahan Hall 214,Lab equipment request,Other,Closed,5.5,A. Johnson,"Reimaged workstation, software reinstalled."
TKT-F23-0443,09/11/2023,16:25,S0***865,Academic Hall 110,General IT inquiry,Other,Closed,4.1,R. Chen,"Reimaged workstation, software reinstalled."
TKT-F23-0444,10/23/2023,15:17,S0***157,Kent Library 101,WiFi authentication failed,Network,Closed,5.0,T. Amisha,"Reset credentials, user verified access."
TKT-F23-0445,10/02/2023,15:54,S0***996,Show Me Center Lab,Furniture issue,Other,Closed,1.6,T. Amisha,"Updated network config, connectivity restored."
TKT-F23-0446,09/04/2023,13:53,S0***159,Kent Library 101,USB device not recognized,Hardware,In Progress,3.2,S. Davis,Awaiting replacement part from IT supply room.
TKT-F23-0447,10/18/2023,08:41,S0***090,Academic Hall 110,DNS resolution error,Network,In Progress,2.5,T. Amisha,"User unavailable, follow-up scheduled."
TKT-F23-0448,10/30/2023,10:44,S0***901,Kent Library 101,WiFi authentication failed,Network,Closed,2.6,S. Davis,"Reimaged workstation, software reinstalled."
TKT-F23-0449,09/18/2023,16:12,S0***369,Academic Hall 110,Furniture issue,Other,Closed,3.4,S. Davis,Cable swap resolved signal issue.
TKT-F23-0450,10/25/2023,09:27,S0***940,Academic Hall 110,General IT inquiry,Other,Closed,5.3,R. Chen,"Cleared browser cache, issue resolved."
TKT-F23-0451,10/25/2023,13:08,S0***723,Carnahan Hall 214,Lab equipment request,Other,In Progress,1.1,T. Amisha,"User unavailable, follow-up scheduled."
TKT-F23-0452,09/18/2023,13:58,S0***497,Show Me Center Lab,General IT inquiry,Other,Closed,1.4,S. Davis,Cable swap resolved signal issue.
TKT-F23-0453,10/04/2023,15:12,S0***705,Academic Hall 110,DNS resolution error,Network,Closed,5.5,M. Patel,"Password reset via AD, user confirmed login."
TKT-F23-0454,11/09/2023,09:42,S0***461,Kent Library 102,Mouse not working,Hardware,Closed,4.5,R. Chen,Cable swap resolved signal issue.
TKT-F23-0455,10/23/2023,09:45,S0***540,Kent Library 101,SSO failure,Account/Access,In Progress,1.2,R. Chen,Awaiting replacement part from IT supply room.
TKT-F23-0456,10/09/2023,12:29,S0***388,Carnahan Hall 214,Furniture issue,Other,Closed,0.7,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0457,11/06/2023,14:01,S0***116,Kent Library 101,No internet connection,Network,Closed,0.8,T. Amisha,"Password reset via AD, user confirmed login."
TKT-F23-0458,08/30/2023,10:09,S0***501,Academic Hall 110,Room booking question,Other,Closed,4.7,R. Chen,"Replaced toner cartridge, tested print job."
TKT-F23-0459,09/29/2023,15:55,S0***989,Kent Library 101,DNS resolution error,Network,In Progress,4.4,R. Chen,Escalated to senior tech for further diagnosis.
TKT-F23-0460,09/11/2023,15:39,S0***688,Show Me Center Lab,WiFi authentication failed,Network,Closed,3.9,R. Chen,"Reimaged workstation, software reinstalled."
TKT-F23-0461,08/28/2023,11:44,S0***379,Carnahan Hall 214,Driver conflict,Software,Closed,5.4,R. Chen,"Reset credentials, user verified access."
TKT-F23-0462,10/30/2023,12:05,S0***504,Carnahan Hall 214,Lab equipment request,Other,Closed,5.8,T. Amisha,"Reimaged workstation, software reinstalled."
TKT-F23-0463,10/09/2023,08:13,S0***177,Carnahan Hall 214,PC won't power on,Hardware,Closed,5.8,A. Johnson,"Password reset via AD, user confirmed login."
TKT-F23-0464,09/11/2023,08:06,S0***172,Carnahan Hall 214,Printer not connecting,Hardware,Closed,0.6,T. Amisha,"Updated network config, connectivity restored."
TKT-F23-0465,09/04/2023,15:32,S0***937,Kent Library 101,Canvas login loop,Account/Access,Closed,5.6,T. Amisha,"Password reset via AD, user confirmed login."
TKT-F23-0466,09/28/2023,16:16,S0***582,Kent Library 101,Canvas login loop,Account/Access,Closed,4.4,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0467,09/04/2023,08:49,S0***883,Carnahan Hall 214,Printer not connecting,Hardware,Closed,4.4,R. Chen,"Replaced toner cartridge, tested print job."
TKT-F23-0468,09/01/2023,14:52,S0***287,Show Me Center Lab,SSO failure,Account/Access,Closed,2.3,M. Patel,"Password reset via AD, user confirmed login."
TKT-F23-0469,09/29/2023,08:25,S0***903,Academic Hall 110,SSO failure,Account/Access,Closed,2.9,R. Chen,"Reimaged workstation, software reinstalled."
TKT-F23-0470,09/22/2023,14:29,S0***510,Kent Library 101,Lab equipment request,Other,Closed,3.7,R. Chen,Cable swap resolved signal issue.
TKT-F23-0471,09/18/2023,13:41,S0***040,Academic Hall 110,USB device not recognized,Hardware,Open,,R. Chen,"Ticket submitted, pending assignment."
TKT-F23-0472,08/28/2023,09:04,S0***841,Carnahan Hall 214,Driver conflict,Software,Closed,3.6,R. Chen,"Password reset via AD, user confirmed login."
TKT-F23-0473,10/04/2023,12:53,S0***746,Show Me Center Lab,SSO failure,Account/Access,Closed,3.8,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0474,08/28/2023,10:00,S0***862,Show Me Center Lab,IP conflict detected,Network,Closed,5.9,R. Chen,"Cleared browser cache, issue resolved."
TKT-F23-0475,08/28/2023,09:31,S0***969,Kent Library 102,Driver conflict,Software,Closed,1.8,T. Amisha,"Reset credentials, user verified access."
TKT-F23-0476,11/16/2023,09:59,S0***512,Kent Library 102,General IT inquiry,Other,Closed,2.2,T. Amisha,"Reinstalled driver, confirmed working."
TKT-F23-0477,10/13/2023,13:36,S0***600,Academic Hall 110,Monitor no signal,Hardware,Closed,0.7,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0478,10/09/2023,09:00,S0***013,Academic Hall 110,Printer not connecting,Hardware,Closed,1.3,A. Johnson,"Password reset via AD, user confirmed login."
TKT-F23-0479,10/23/2023,15:38,S0***194,Show Me Center Lab,Furniture issue,Other,Closed,1.3,T. Amisha,"Replaced toner cartridge, tested print job."
TKT-F23-0480,11/13/2023,15:57,S0***255,Kent Library 101,Password reset,Account/Access,Closed,4.5,T. Amisha,Cable swap resolved signal issue.
TKT-F23-0481,11/15/2023,12:05,S0***974,Show Me Center Lab,WiFi authentication failed,Network,Closed,5.4,R. Chen,"Reset credentials, user verified access."
TKT-F23-0482,09/18/2023,10:26,S0***794,Academic Hall 110,Software install failed,Software,Closed,4.1,A. Johnson,Cable swap resolved signal issue.
TKT-F23-0483,10/17/2023,13:37,S0***827,Kent Library 101,Driver conflict,Software,Closed,4.1,A. Johnson,"Updated network config, connectivity restored."
TKT-F23-0484,11/16/2023,16:22,S0***850,Kent Library 102,Email access denied,Account/Access,Closed,0.7,S. Davis,"Password reset via AD, user confirmed login."
TKT-F23-0485,09/20/2023,15:57,S0***310,Kent Library 101,Application crashing,Software,Closed,3.0,S. Davis,"Replaced toner cartridge, tested print job."
TKT-F23-0486,09/19/2023,12:12,S0***315,Kent Library 101,Application crashing,Software,In Progress,2.5,R. Chen,Awaiting replacement part from IT supply room.
TKT-F23-0487,09/04/2023,08:26,S0***645,Kent Library 102,MFA not working,Account/Access,Closed,1.6,R. Chen,"Updated network config, connectivity restored."
TKT-F23-0488,09/26/2023,11:46,S0***743,Kent Library 102,General IT inquiry,Other,Closed,1.1,S. Davis,"Reset credentials, user verified access."
TKT-F23-0489,10/11/2023,08:17,S0***720,Kent Library 101,USB device not recognized,Hardware,Closed,3.1,M. Patel,"Replaced toner cartridge, tested print job."
TKT-F23-0490,08/28/2023,11:51,S0***356,Kent Library 102,Email access denied,Account/Access,Closed,5.6,M. Patel,"Reset credentials, user verified access."
TKT-F23-0491,08/28/2023,10:28,S0***093,Carnahan Hall 214,No internet connection,Network,Closed,1.6,A. Johnson,"Reset credentials, user verified access."
TKT-F23-0492,11/14/2023,15:27,S0***043,Kent Library 102,IP conflict detected,Network,Closed,3.5,M. Patel,"Updated network config, connectivity restored."
